wl_position,days_before_travel,class_type,train_type,route_demand_score,season_index,day_of_week,confirmed
36,54,SL,Express,0.1395,0.4643,Mon,0
45,11,SL,Rajdhani,0.5162,0.1666,Sat,1
20,82,2A,Rajdhani,0.836,0.433,Wed,1
1,115,SL,Express,0.9257,0.5069,Thu,1
8,110,2A,Mail,0.0607,0.6003,Tue,1
46,68,3A,Express,0.9184,0.4623,Sun,0
16,0,SL,Duronto,0.178,0.2124,Wed,0
14,106,SL,Rajdhani,0.6046,0.9613,Fri,1
12,58,SL,Express,0.4369,0.7753,Fri,0
51,72,1A,Duronto,0.7009,0.8123,Sun,0
23,102,SL,Duronto,0.5299,0.6371,Fri,1
15,33,3A,Superfast,0.3897,0.8401,Wed,1
28,92,2A,Mail,0.0712,0.5875,Thu,0
34,112,3A,Mail,0.0265,0.8129,Fri,0
2,111,2A,Mail,0.2375,0.9325,Fri,1
32,111,3A,Rajdhani,0.7458,0.0906,Tue,1
23,45,1A,Rajdhani,0.6179,0.7085,Fri,1
22,58,3A,Rajdhani,0.4179,0.3539,Sun,0
51,65,3A,Rajdhani,0.5354,0.3363,Sun,1
25,18,SL,Duronto,0.5908,0.1439,Fri,1
58,27,1A,Mail,0.0705,0.963,Fri,0
22,98,1A,Rajdhani,0.3227,0.7463,Tue,0
58,39,SL,Mail,0.8793,0.0652,Thu,0
58,116,2A,Duronto,0.7334,0.4561,Sun,0
22,56,3A,Rajdhani,0.0864,0.4358,Fri,1
49,50,SL,Superfast,0.276,0.0955,Wed,0
52,111,1A,Express,0.2022,0.6723,Tue,0
42,21,3A,Rajdhani,0.3818,0.1631,Wed,0
6,67,3A,Rajdhani,0.9823,0.1447,Tue,1
15,7,2A,Superfast,0.5771,0.3872,Mon,0
54,59,2A,Duronto,0.158,0.2148,Fri,0
43,64,3A,Express,0.7853,0.8844,Wed,0
60,35,3A,Duronto,0.5861,0.7674,Sun,0
37,70,3A,Superfast,0.8618,0.7567,Mon,0
33,88,2A,Rajdhani,0.4863,0.5389,Tue,0
8,28,2A,Express,0.8904,0.5015,Sun,1
53,64,SL,Duronto,0.8558,0.7619,Mon,0
60,55,2A,Rajdhani,0.0635,0.7553,Wed,0
44,81,1A,Mail,0.8244,0.3189,Tue,1
44,3,1A,Superfast,0.1179,0.2729,Sat,1
5,83,3A,Duronto,0.1094,0.2425,Mon,1
39,109,3A,Mail,0.1602,0.8351,Fri,1
4,71,2A,Duronto,0.9203,0.3717,Sun,1
6,90,1A,Duronto,0.495,0.7313,Thu,1
45,49,SL,Mail,0.3212,0.4108,Sat,0
32,38,2A,Superfast,0.0552,0.4219,Fri,0
52,34,2A,Superfast,0.1167,0.5775,Mon,0
30,24,1A,Mail,0.1892,0.7218,Sat,0
47,116,3A,Superfast,0.1858,0.2808,Thu,0
35,77,3A,Express,0.0807,0.8632,Wed,0
55,43,1A,Express,0.0805,0.4307,Sat,0
40,46,1A,Rajdhani,0.298,0.3555,Tue,0
52,39,SL,Mail,0.5473,0.257,Tue,0
16,30,1A,Express,0.5741,0.3183,Fri,1
13,68,3A,Duronto,0.2882,0.7888,Wed,0
50,80,1A,Superfast,0.0802,0.0831,Sat,0
60,120,1A,Express,0.6086,0.1527,Sat,0
42,73,SL,Express,0.6562,0.3658,Thu,0
30,42,2A,Mail,0.6982,0.166,Fri,0
19,54,SL,Duronto,0.9278,0.5902,Sun,0
17,15,1A,Express,0.0363,0.7664,Mon,1
56,111,2A,Duronto,0.2104,0.1549,Sun,0
19,67,1A,Superfast,0.5719,0.3574,Wed,1
28,118,2A,Superfast,0.01,0.9709,Sat,1
58,68,1A,Superfast,0.0506,0.2579,Wed,0
55,41,3A,Rajdhani,0.3939,0.2572,Sun,0
26,109,2A,Mail,0.5749,0.1379,Fri,0
37,40,2A,Superfast,0.6827,0.0316,Tue,0
26,49,SL,Rajdhani,0.2486,0.1466,Wed,0
53,83,3A,Rajdhani,0.6206,0.2902,Thu,0
23,5,3A,Mail,0.3692,0.7375,Mon,1
9,74,3A,Superfast,0.556,0.6176,Tue,0
12,52,1A,Mail,0.6695,0.149,Wed,0
53,16,1A,Mail,0.251,0.5615,Tue,0
1,104,2A,Express,0.3584,0.6983,Wed,0
58,56,1A,Mail,0.5531,0.8579,Sat,0
58,66,1A,Rajdhani,0.2315,0.962,Thu,0
1,15,2A,Superfast,0.94,0.702,Thu,1
47,51,SL,Mail,0.7237,0.8984,Sat,0
34,99,1A,Rajdhani,0.6284,0.3026,Mon,0
32,89,3A,Superfast,0.7293,0.656,Wed,1
54,87,3A,Duronto,0.2341,0.585,Fri,1
48,117,1A,Rajdhani,0.0065,0.3379,Tue,0
25,110,1A,Duronto,0.6474,0.228,Fri,1
40,33,2A,Duronto,0.9646,0.0155,Thu,1
45,83,1A,Express,0.6587,0.0963,Thu,0
53,80,SL,Duronto,0.1741,0.2688,Thu,0
1,114,2A,Rajdhani,0.8586,0.936,Thu,1
16,19,3A,Mail,0.5789,0.2973,Sun,0
39,79,2A,Superfast,0.6176,0.6141,Thu,0
5,55,1A,Express,0.5133,0.0044,Sat,0
22,50,1A,Superfast,0.734,0.6366,Tue,0
29,52,SL,Rajdhani,0.9592,0.7664,Thu,0
55,48,SL,Mail,0.3747,0.8616,Thu,0
3,3,2A,Duronto,0.5808,0.1987,Wed,1
12,17,3A,Duronto,0.8542,0.1143,Tue,1
26,35,2A,Rajdhani,0.8789,0.4756,Tue,0
16,116,2A,Rajdhani,0.8231,0.6187,Wed,0
51,34,SL,Superfast,0.5608,0.3862,Fri,0
37,29,2A,Superfast,0.9362,0.1705,Fri,0
22,117,SL,Superfast,0.1699,0.7906,Wed,1
57,62,SL,Duronto,0.2032,0.5908,Fri,0
29,81,2A,Rajdhani,0.2171,0.772,Sun,1
14,20,SL,Express,0.4024,0.8083,Sun,1
28,51,1A,Duronto,0.6673,0.7551,Sun,1
5,95,1A,Express,0.4208,0.1784,Sat,0
47,68,2A,Superfast,0.9499,0.0252,Thu,0
49,40,3A,Superfast,0.2406,0.1957,Wed,0
30,53,3A,Rajdhani,0.8144,0.9726,Mon,1
46,86,1A,Mail,0.782,0.6712,Thu,0
52,29,SL,Mail,0.331,0.9921,Mon,0
5,90,3A,Superfast,0.4707,0.1371,Mon,0
12,55,3A,Mail,0.7616,0.8397,Thu,0
16,78,2A,Mail,0.8542,0.53,Fri,1
26,40,2A,Superfast,0.6825,0.8843,Wed,0
26,13,3A,Rajdhani,0.9222,0.5755,Sat,0
48,20,3A,Duronto,0.6201,0.6635,Thu,1
21,119,1A,Mail,0.4059,0.663,Tue,1
39,97,2A,Express,0.623,0.9016,Sun,0
36,89,2A,Mail,0.612,0.284,Wed,0
33,24,3A,Duronto,0.5524,0.3524,Wed,0
30,49,1A,Duronto,0.3063,0.0745,Wed,1
37,108,SL,Duronto,0.6672,0.5337,Sun,0
23,94,2A,Duronto,0.8007,0.3927,Tue,0
58,52,2A,Express,0.9588,0.5815,Tue,0
10,47,3A,Rajdhani,0.4975,0.939,Sat,1
54,69,3A,Duronto,0.7523,0.2037,Tue,0
5,47,SL,Duronto,0.802,0.5991,Sat,1
36,3,2A,Express,0.674,0.1619,Sat,0
34,23,1A,Mail,0.379,0.2892,Wed,0
52,105,1A,Mail,0.7161,0.592,Mon,0
31,30,3A,Express,0.9776,0.3831,Sat,0
10,82,1A,Mail,0.6065,0.3468,Tue,1
58,74,1A,Superfast,0.7381,0.859,Mon,0
19,28,3A,Rajdhani,0.2369,0.8702,Sat,0
58,4,SL,Mail,0.6549,0.5541,Thu,0
32,81,SL,Express,0.0342,0.8778,Fri,0
1,66,2A,Superfast,0.8307,0.4916,Thu,0
56,103,3A,Rajdhani,0.221,0.8243,Thu,0
5,74,3A,Duronto,0.0653,0.9294,Thu,1
45,84,2A,Mail,0.1776,0.4047,Sun,1
4,93,1A,Rajdhani,0.4699,0.1456,Tue,1
16,82,SL,Rajdhani,0.0423,0.0874,Sun,0
24,52,2A,Duronto,0.0349,0.4041,Fri,1
16,88,2A,Rajdhani,0.5102,0.7193,Wed,0
55,63,2A,Mail,0.5683,0.0324,Sat,0
2,34,SL,Superfast,0.3185,0.3327,Tue,0
49,11,1A,Mail,0.0168,0.7522,Tue,0
28,46,SL,Express,0.4596,0.3296,Tue,0
32,89,3A,Rajdhani,0.9187,0.4214,Wed,1
27,54,3A,Duronto,0.4843,0.0273,Sun,0
20,119,2A,Express,0.4534,0.8199,Fri,0
24,111,3A,Rajdhani,0.5585,0.607,Sat,0
12,68,SL,Rajdhani,0.1647,0.9869,Mon,1
50,82,3A,Superfast,0.803,0.6194,Mon,0
35,90,3A,Duronto,0.0332,0.3642,Sun,0
60,37,1A,Mail,0.0563,0.989,Sun,0
33,28,SL,Rajdhani,0.0562,0.3615,Mon,1
33,11,3A,Express,0.7926,0.6919,Tue,1
51,18,SL,Duronto,0.3683,0.2336,Tue,0
43,8,3A,Mail,0.6433,0.9862,Tue,0
37,81,1A,Express,0.0795,0.6031,Tue,0
12,28,3A,Duronto,0.7627,0.9072,Sat,0
3,2,2A,Superfast,0.3348,0.1563,Sun,0
1,86,1A,Express,0.2155,0.6077,Mon,1
33,29,3A,Duronto,0.7148,0.6335,Sat,1
40,109,2A,Mail,0.0645,0.8016,Sun,1
10,57,3A,Rajdhani,0.4862,0.0556,Sun,0
43,87,2A,Duronto,0.3831,0.8483,Tue,1
44,52,1A,Express,0.7413,0.6805,Fri,1
29,100,3A,Mail,0.639,0.0281,Mon,0
13,100,SL,Rajdhani,0.8916,0.314,Thu,0
12,3,3A,Mail,0.7267,0.4177,Sat,1
31,56,SL,Rajdhani,0.4157,0.9197,Mon,0
46,53,1A,Superfast,0.1852,0.318,Sat,0
2,27,SL,Superfast,0.4501,0.4442,Thu,1
51,15,2A,Mail,0.167,0.4699,Sun,0
50,12,SL,Rajdhani,0.1134,0.0549,Mon,1
35,71,1A,Rajdhani,0.0488,0.4505,Thu,0
23,55,1A,Duronto,0.5422,0.3757,Tue,1
17,52,SL,Duronto,0.5662,0.2333,Thu,0
26,47,2A,Superfast,0.6553,0.1374,Sat,0
8,24,1A,Superfast,0.8868,0.5361,Wed,1
29,65,3A,Rajdhani,0.913,0.5402,Wed,0
26,29,1A,Rajdhani,0.3408,0.6671,Sun,0
10,103,3A,Express,0.6362,0.5997,Tue,1
26,2,SL,Duronto,0.4621,0.8358,Thu,0
34,22,2A,Rajdhani,0.7527,0.5816,Sat,1
51,28,3A,Rajdhani,0.7165,0.2636,Wed,1
41,40,2A,Superfast,0.1954,0.8953,Sun,0
7,93,2A,Mail,0.174,0.1994,Fri,1
4,10,SL,Superfast,0.1142,0.0356,Wed,1
58,20,1A,Rajdhani,0.1229,0.905,Sat,1
53,90,1A,Duronto,0.246,0.2696,Thu,0
50,23,1A,Mail,0.3497,0.1356,Fri,0
45,115,2A,Express,0.621,0.4534,Mon,0
11,94,1A,Superfast,0.746,0.7865,Thu,1
29,93,1A,Express,0.1393,0.2872,Mon,0
56,64,SL,Duronto,0.2526,0.2351,Sat,0
36,0,1A,Mail,0.5917,0.68,Mon,0
25,53,2A,Duronto,0.7582,0.6546,Sun,0
21,71,SL,Mail,0.8206,0.7971,Sun,1
57,111,1A,Express,0.3834,0.8519,Sat,0
36,105,3A,Express,0.446,0.5013,Sat,0
10,33,1A,Duronto,0.6779,0.8575,Wed,1
37,79,2A,Mail,0.2781,0.9509,Tue,0
9,90,SL,Express,0.0825,0.7776,Sat,1
24,67,1A,Mail,0.4432,0.3771,Mon,1
35,82,3A,Express,0.9856,0.4691,Fri,1
49,28,1A,Rajdhani,0.3735,0.3462,Thu,0
35,104,SL,Express,0.2983,0.0396,Sat,0
48,2,SL,Rajdhani,0.8225,0.3956,Mon,0
36,10,SL,Duronto,0.9181,0.8155,Tue,0
18,7,SL,Rajdhani,0.7807,0.2872,Tue,1
49,61,SL,Duronto,0.5237,0.4582,Fri,0
39,102,2A,Rajdhani,0.8884,0.8185,Tue,1
32,32,3A,Duronto,0.5899,0.7707,Sun,0
24,7,3A,Express,0.2953,0.4655,Fri,0
23,24,3A,Superfast,0.9369,0.005,Fri,0
32,87,2A,Superfast,0.6569,0.5154,Sat,1
37,25,SL,Superfast,0.1336,0.5121,Fri,0
12,25,1A,Rajdhani,0.3358,0.1539,Mon,1
49,16,2A,Superfast,0.6597,0.5697,Tue,0
55,90,SL,Duronto,0.8373,0.8609,Fri,0
13,28,2A,Rajdhani,0.9888,0.9032,Fri,0
23,42,1A,Rajdhani,0.2025,0.6063,Fri,0
25,102,1A,Express,0.8054,0.2844,Wed,0
35,72,3A,Duronto,0.1184,0.585,Wed,1
41,77,2A,Duronto,0.6815,0.5999,Sat,1
30,4,1A,Express,0.107,0.4949,Tue,0
17,49,SL,Mail,0.5603,0.8925,Fri,1
49,93,3A,Express,0.5225,0.6662,Fri,0
20,55,1A,Mail,0.8943,0.3474,Tue,1
48,62,3A,Superfast,0.5369,0.3682,Thu,0
25,56,SL,Superfast,0.7164,0.1823,Sun,0
22,118,SL,Superfast,0.8638,0.3789,Fri,1
13,91,2A,Superfast,0.1409,0.4201,Tue,1
59,44,SL,Express,0.1179,0.3606,Thu,0
19,36,SL,Superfast,0.1206,0.3556,Thu,1
49,71,SL,Express,0.3246,0.0558,Sat,0
36,78,3A,Duronto,0.3897,0.5098,Tue,0
12,117,SL,Duronto,0.0386,0.4316,Fri,0
41,91,3A,Rajdhani,0.2492,0.6295,Wed,0
19,35,1A,Duronto,0.0069,0.615,Tue,1
12,32,1A,Mail,0.1911,0.4036,Sat,0
9,5,3A,Mail,0.3929,0.4099,Wed,1
7,119,3A,Superfast,0.7545,0.7133,Tue,1
28,114,SL,Rajdhani,0.9973,0.7024,Fri,1
14,75,SL,Express,0.1993,0.6419,Mon,1
31,70,3A,Express,0.7012,0.0011,Tue,0
52,44,2A,Express,0.3524,0.4024,Tue,0
19,91,2A,Superfast,0.8496,0.5264,Sat,1
58,6,2A,Rajdhani,0.3334,0.1878,Sat,0
47,104,1A,Duronto,0.3094,0.4607,Fri,0
16,64,SL,Duronto,0.5351,0.261,Mon,1
53,116,3A,Superfast,0.9977,0.9545,Mon,0
5,23,1A,Mail,0.3528,0.6713,Fri,1
35,44,1A,Express,0.2024,0.0646,Sun,0
12,60,SL,Mail,0.6958,0.311,Fri,0
25,18,3A,Duronto,0.8938,0.244,Sat,1
52,116,2A,Superfast,0.83,0.3975,Sun,0
59,31,SL,Mail,0.8801,0.0045,Tue,0
21,29,1A,Duronto,0.0337,0.7719,Mon,1
36,64,1A,Superfast,0.0803,0.6181,Wed,0
53,31,1A,Express,0.7923,0.577,Fri,0
23,56,1A,Rajdhani,0.4125,0.6606,Tue,0
16,19,2A,Duronto,0.4513,0.6916,Fri,1
57,84,3A,Rajdhani,0.3975,0.8181,Tue,0
39,82,2A,Superfast,0.1686,0.8208,Wed,0
45,93,1A,Duronto,0.9392,0.9464,Tue,1
53,113,3A,Express,0.7312,0.0717,Fri,0
42,91,SL,Express,0.3229,0.3524,Tue,0
58,95,SL,Superfast,0.592,0.6783,Fri,0
39,29,2A,Rajdhani,0.5278,0.541,Fri,0
14,86,SL,Mail,0.4767,0.9228,Thu,1
31,90,1A,Express,0.9625,0.8928,Sat,0
58,100,3A,Rajdhani,0.4506,0.8606,Thu,0
5,58,3A,Rajdhani,0.6136,0.193,Sun,1
35,89,2A,Duronto,0.2603,0.2109,Tue,0
23,61,3A,Mail,0.3662,0.6976,Thu,0
29,66,SL,Superfast,0.5735,0.957,Mon,0
43,30,2A,Express,0.9264,0.3352,Fri,0
11,65,1A,Mail,0.9725,0.9174,Tue,1
18,53,2A,Rajdhani,0.8092,0.9352,Tue,1
47,9,SL,Mail,0.8211,0.5015,Sun,0
12,37,SL,Duronto,0.121,0.7718,Wed,0
9,82,SL,Duronto,0.9048,0.1692,Sun,1
10,30,2A,Rajdhani,0.9489,0.701,Sat,1
58,28,2A,Rajdhani,0.2316,0.7652,Mon,1
44,24,3A,Superfast,0.5076,0.2682,Fri,0
17,31,2A,Express,0.3955,0.5673,Wed,1
38,16,1A,Express,0.7459,0.7805,Sun,0
7,114,2A,Mail,0.1518,0.1005,Tue,1
46,44,3A,Express,0.7334,0.0286,Thu,0
13,48,1A,Rajdhani,0.8479,0.1639,Sun,1
40,86,1A,Mail,0.1197,0.2651,Fri,0
42,17,2A,Express,0.2307,0.5789,Thu,0
9,74,3A,Superfast,0.1237,0.9109,Thu,1
50,51,3A,Rajdhani,0.808,0.4379,Thu,0
27,19,1A,Rajdhani,0.0219,0.3948,Tue,0
58,61,1A,Express,0.8943,0.7036,Tue,0
2,12,3A,Superfast,0.5373,0.0244,Sat,1
5,87,SL,Superfast,0.2157,0.8423,Sat,1
29,42,SL,Duronto,0.1508,0.4178,Tue,0
37,83,2A,Rajdhani,0.1539,0.1204,Tue,0
38,114,3A,Rajdhani,0.2674,0.5094,Sat,0
19,105,1A,Express,0.0806,0.5229,Sat,0
8,91,SL,Express,0.7981,0.3772,Mon,0
48,98,1A,Superfast,0.2736,0.7612,Wed,0
45,20,1A,Rajdhani,0.015,0.1648,Fri,0
1,5,3A,Express,0.7971,0.9697,Tue,1
22,70,1A,Superfast,0.5859,0.8977,Fri,1
52,92,3A,Rajdhani,0.0318,0.7285,Mon,0
17,52,1A,Duronto,0.2253,0.2157,Sat,1
7,86,SL,Rajdhani,0.3225,0.597,Mon,1
25,51,3A,Duronto,0.9383,0.5889,Sat,1
45,68,1A,Rajdhani,0.4263,0.3512,Thu,0
4,85,2A,Superfast,0.691,0.4557,Sat,1
36,8,2A,Rajdhani,0.7768,0.1646,Thu,0
6,95,2A,Express,0.5234,0.2709,Tue,1
60,117,2A,Superfast,0.1009,0.2684,Wed,0
31,73,SL,Duronto,0.9344,0.1664,Thu,0
19,45,SL,Rajdhani,0.4499,0.2587,Wed,1
44,106,2A,Duronto,0.1704,0.6519,Wed,0
54,112,1A,Express,0.7683,0.7952,Thu,0
39,91,SL,Superfast,0.8819,0.9726,Mon,1
27,74,2A,Duronto,0.7324,0.2497,Sun,0
10,70,SL,Mail,0.4462,0.0144,Wed,1
26,29,SL,Rajdhani,0.9835,0.4974,Thu,0
19,42,1A,Duronto,0.1,0.9565,Tue,1
39,108,1A,Mail,0.1469,0.6262,Mon,0
3,58,3A,Mail,0.275,0.9744,Sat,1
45,114,1A,Express,0.1323,0.7073,Wed,0
13,37,2A,Duronto,0.4476,0.5256,Tue,1
50,33,3A,Express,0.5958,0.2209,Fri,0
28,45,2A,Rajdhani,0.3031,0.1334,Sun,1
58,91,1A,Superfast,0.0302,0.8139,Sun,1
20,31,1A,Mail,0.5605,0.3622,Tue,0
28,15,SL,Duronto,0.5607,0.2992,Sat,1
8,38,2A,Rajdhani,0.8708,0.5397,Sun,1
41,0,3A,Duronto,0.1032,0.9353,Fri,0
39,97,1A,Mail,0.3716,0.3132,Thu,0
1,104,3A,Superfast,0.2318,0.0079,Wed,0
3,56,1A,Rajdhani,0.1027,0.8421,Tue,1
13,86,1A,Mail,0.3014,0.8648,Fri,1
28,113,SL,Rajdhani,0.8049,0.0779,Fri,0
57,116,3A,Duronto,0.2349,0.6298,Tue,0
60,19,1A,Mail,0.9135,0.3965,Sun,0
49,81,1A,Mail,0.6923,0.8486,Sat,0
25,81,SL,Mail,0.0957,0.5946,Sun,0
56,41,1A,Superfast,0.2216,0.1454,Sat,0
33,103,SL,Mail,0.0342,0.5461,Wed,0
38,84,SL,Rajdhani,0.1157,0.1806,Sun,0
53,71,SL,Mail,0.7212,0.3159,Fri,0
6,33,1A,Superfast,0.1544,0.57,Thu,1
58,49,SL,Superfast,0.2925,0.3694,Wed,0
44,10,3A,Duronto,0.6843,0.5642,Tue,1
45,106,3A,Rajdhani,0.6387,0.5859,Mon,0
32,114,3A,Express,0.897,0.9123,Sun,0
45,42,3A,Rajdhani,0.3341,0.2242,Wed,1
47,9,SL,Express,0.367,0.6853,Fri,0
21,7,2A,Rajdhani,0.0955,0.5719,Wed,0
16,110,1A,Mail,0.2835,0.3032,Sat,0
54,71,1A,Express,0.8456,0.5538,Tue,0
21,18,2A,Rajdhani,0.1386,0.2322,Fri,1
11,64,2A,Duronto,0.3711,0.465,Thu,0
60,54,1A,Superfast,0.8433,0.8291,Wed,0
37,51,1A,Rajdhani,0.2203,0.1151,Tue,0
36,2,2A,Rajdhani,0.1572,0.0369,Sat,1
35,52,3A,Superfast,0.0069,0.045,Tue,1
19,43,SL,Express,0.918,0.4592,Sun,1
20,95,1A,Express,0.87,0.7829,Sat,0
57,47,1A,Mail,0.1886,0.0649,Fri,0
18,53,1A,Mail,0.7874,0.1057,Thu,0
47,15,3A,Mail,0.9733,0.1724,Wed,0
41,29,3A,Duronto,0.3053,0.4393,Tue,0
49,112,1A,Superfast,0.6683,0.867,Thu,0
14,91,3A,Express,0.2054,0.3055,Thu,1
15,27,1A,Duronto,0.5873,0.5502,Fri,1
31,15,SL,Mail,0.3275,0.0705,Sun,0
1,104,3A,Superfast,0.616,0.2189,Tue,0
53,117,SL,Mail,0.668,0.0779,Fri,0
54,50,2A,Rajdhani,0.718,0.1298,Mon,0
54,32,1A,Mail,0.9032,0.2815,Mon,0
3,24,3A,Superfast,0.1096,0.0978,Mon,1
16,17,SL,Express,0.2754,0.2906,Mon,1
23,25,3A,Superfast,0.17,0.1147,Fri,0
57,5,2A,Express,0.4362,0.5788,Sun,0
11,37,SL,Superfast,0.4313,0.0068,Tue,1
12,43,2A,Superfast,0.3349,0.7046,Sat,1
10,66,2A,Express,0.9876,0.2617,Wed,1
32,42,SL,Rajdhani,0.7609,0.6031,Fri,1
16,5,3A,Superfast,0.0918,0.4761,Wed,1
8,77,SL,Superfast,0.4022,0.1322,Mon,1
38,63,2A,Duronto,0.861,0.9888,Mon,0
12,81,1A,Mail,0.1666,0.5141,Sat,0
24,79,SL,Duronto,0.4642,0.6981,Sat,1
28,87,1A,Superfast,0.7733,0.8888,Fri,0
53,12,3A,Superfast,0.0859,0.2161,Wed,0
8,64,SL,Superfast,0.8174,0.3126,Sun,1
58,37,1A,Rajdhani,0.1107,0.0528,Wed,0
28,63,2A,Duronto,0.4634,0.2786,Wed,1
36,13,3A,Mail,0.957,0.7129,Tue,0
26,16,1A,Rajdhani,0.5091,0.8133,Mon,0
8,120,3A,Express,0.9009,0.1511,Sat,1
58,76,SL,Superfast,0.9183,0.55,Fri,0
60,12,1A,Rajdhani,0.4293,0.0646,Mon,0
50,72,SL,Express,0.9342,0.7015,Wed,0
28,5,SL,Superfast,0.0897,0.0363,Tue,0
28,5,2A,Rajdhani,0.3465,0.8257,Thu,0
37,120,1A,Superfast,0.8845,0.261,Fri,0
41,93,1A,Duronto,0.5314,0.879,Sun,1
36,36,1A,Superfast,0.7161,0.304,Mon,0
27,56,3A,Mail,0.0427,0.2618,Sat,0
54,52,3A,Mail,0.6652,0.2403,Sun,0
17,45,3A,Superfast,0.8499,0.3939,Thu,1
9,77,3A,Rajdhani,0.6797,0.6027,Thu,1
33,3,1A,Express,0.9531,0.3448,Mon,0
53,33,1A,Express,0.6943,0.0713,Wed,0
20,65,3A,Mail,0.3159,0.4724,Sun,1
13,62,2A,Mail,0.2543,0.3139,Sun,0
28,60,1A,Rajdhani,0.6294,0.5126,Fri,0
48,80,3A,Duronto,0.0959,0.3296,Thu,0
29,41,SL,Mail,0.3849,0.3743,Mon,0
13,77,2A,Mail,0.4352,0.5042,Thu,1
46,63,1A,Superfast,0.6018,0.1532,Sun,0
35,114,2A,Duronto,0.2329,0.1717,Tue,0
6,16,3A,Duronto,0.9276,0.1553,Mon,1
18,60,SL,Mail,0.9421,0.3337,Mon,1
51,117,SL,Superfast,0.5975,0.1971,Mon,0
5,29,3A,Rajdhani,0.6721,0.6264,Fri,1
47,42,2A,Express,0.3072,0.0134,Thu,0
25,92,1A,Mail,0.2566,0.2196,Fri,1
2,6,3A,Express,0.2696,0.8024,Tue,1
10,72,2A,Express,0.4063,0.6707,Fri,1
56,45,3A,Express,0.9291,0.942,Fri,0
30,22,SL,Mail,0.3086,0.2345,Tue,1
50,35,1A,Rajdhani,0.2883,0.179,Fri,0
59,13,3A,Duronto,0.3259,0.2635,Sun,0
45,19,SL,Superfast,0.2346,0.3506,Fri,0
5,55,3A,Duronto,0.7279,0.0174,Fri,1
55,115,SL,Superfast,0.4033,0.2262,Tue,0
56,80,SL,Duronto,0.468,0.0244,Fri,0
33,31,1A,Mail,0.7153,0.9465,Sat,0
54,24,SL,Mail,0.6504,0.9957,Sun,0
1,114,1A,Express,0.4045,0.8757,Fri,1
18,93,1A,Superfast,0.0232,0.5214,Wed,1
32,48,SL,Rajdhani,0.8926,0.0398,Sat,1
47,56,SL,Mail,0.1144,0.8691,Fri,1
49,26,1A,Superfast,0.8426,0.4519,Fri,0
11,26,3A,Mail,0.7488,0.2765,Wed,1
21,45,3A,Rajdhani,0.8342,0.8989,Sun,0
26,94,3A,Superfast,0.8941,0.0026,Tue,1
25,44,2A,Express,0.0463,0.9494,Mon,0
22,25,SL,Superfast,0.4378,0.3692,Sat,1
59,13,1A,Rajdhani,0.0578,0.9813,Mon,0
27,47,2A,Express,0.3172,0.4317,Wed,0
49,84,SL,Mail,0.1408,0.2074,Fri,0
13,91,1A,Express,0.5785,0.9001,Thu,1
33,14,SL,Mail,0.6159,0.6924,Mon,0
34,93,3A,Rajdhani,0.5686,0.9857,Sun,0
41,88,2A,Duronto,0.2235,0.4887,Tue,0
35,50,1A,Duronto,0.245,0.9653,Tue,1
1,53,SL,Rajdhani,0.3079,0.4543,Sat,1
21,10,1A,Mail,0.1557,0.9933,Thu,0
48,107,1A,Express,0.4325,0.8516,Tue,0
55,74,1A,Mail,0.7044,0.3291,Sun,0
6,27,3A,Duronto,0.8036,0.4443,Sat,1
28,54,1A,Express,0.0231,0.824,Fri,0
17,68,2A,Superfast,0.0453,0.6856,Tue,0
5,91,2A,Duronto,0.624,0.2727,Fri,1
31,71,SL,Rajdhani,0.4577,0.7125,Sun,0
5,25,SL,Express,0.344,0.3608,Tue,1
38,69,1A,Mail,0.7801,0.5152,Fri,0
3,31,3A,Superfast,0.4913,0.8486,Sun,0
53,47,2A,Duronto,0.5883,0.5558,Sat,0
23,95,1A,Express,0.3362,0.0888,Sun,1
37,11,2A,Duronto,0.2972,0.0615,Wed,0
53,69,SL,Rajdhani,0.9487,0.3101,Wed,0
37,76,3A,Duronto,0.6988,0.5753,Wed,1
10,102,2A,Mail,0.3304,0.7525,Sun,1
10,103,SL,Mail,0.999,0.2463,Tue,1
19,107,2A,Rajdhani,0.054,0.6437,Wed,0
17,60,1A,Rajdhani,0.4298,0.3651,Sat,1
21,33,2A,Superfast,0.9811,0.7073,Fri,1
14,86,2A,Express,0.8998,0.5972,Sun,1
9,104,1A,Duronto,0.4536,0.0145,Fri,1
46,108,3A,Rajdhani,0.7139,0.7689,Fri,0
1,80,3A,Express,0.3703,0.66,Mon,1
51,44,1A,Rajdhani,0.4793,0.864,Fri,0
45,111,3A,Rajdhani,0.6457,0.7289,Wed,1
13,59,3A,Superfast,0.3739,0.5437,Tue,0
4,64,1A,Mail,0.775,0.4066,Sun,0
1,70,2A,Express,0.3479,0.266,Sat,1
49,12,3A,Superfast,0.2055,0.9308,Thu,0
40,77,SL,Mail,0.2541,0.7392,Fri,0
32,116,SL,Rajdhani,0.9037,0.923,Thu,1
34,80,1A,Superfast,0.7544,0.1851,Sat,1
28,93,SL,Mail,0.8988,0.6692,Tue,1
31,47,SL,Mail,0.9302,0.1198,Fri,0
8,110,1A,Superfast,0.0119,0.4335,Sun,1
39,48,SL,Duronto,0.1927,0.7619,Sat,1
26,97,SL,Superfast,0.3916,0.823,Sun,1
58,90,2A,Rajdhani,0.209,0.2617,Fri,0
